transaction_date,stock_date,product_id,customer_id,store_id,quantity
1997-01-01,1996-12-25,831,1900,6,2
1997-01-01,1996-12-27,1247,1900,6,3
1997-01-01,1996-12-29,1143,1900,6,2
1997-01-01,1996-12-25,628,1900,6,4
1997-01-01,1996-12-27,1037,2533,6,3
1997-01-01,1996-12-26,1360,2533,6,4
1997-01-01,1996-12-29,1537,2533,6,4
1997-01-01,1996-12-30,1420,2533,6,2
1997-01-01,1996-12-25,212,2533,6,3
1997-01-01,1996-12-30,721,2533,6,2
1997-01-01,1996-12-31,1164,2533,6,2
1997-01-01,1996-12-31,1067,3175,6,3
1997-01-01,1996-12-29,524,3175,6,2
1997-01-01,1996-12-30,181,3175,6,4
1997-01-01,1996-12-31,797,3175,6,3
1997-01-01,1996-12-31,507,3175,6,2
1997-01-01,1996-12-26,851,2688,6,4
1997-01-01,1996-12-25,1173,2688,6,3
1997-01-01,1996-12-27,1350,2688,6,3
1997-01-01,1996-12-27,1233,2688,6,4
1997-01-01,1996-12-25,25,2688,6,3
1997-01-01,1996-12-29,534,2688,6,3
1997-01-01,1996-12-28,987,6788,6,4
1997-01-01,1996-12-31,738,6788,6,4
1997-01-01,1996-12-31,1487,6788,6,4
1997-01-01,1996-12-27,798,6788,6,3
1997-01-01,1996-12-25,927,5990,6,5
1997-01-01,1996-12-31,505,5990,6,4
1997-01-01,1996-12-30,627,5990,6,2
1997-01-01,1996-12-30,238,9357,6,3
1997-01-01,1996-12-26,282,9357,6,2
1997-01-01,1996-12-29,565,9357,6,4
1997-01-01,1996-12-26,860,9357,6,4
1997-01-01,1996-12-27,704,9357,6,4
1997-01-01,1996-12-26,519,2438,6,4
1997-01-01,1996-12-26,974,2438,6,3
1997-01-01,1996-12-26,752,2438,6,2
1997-01-01,1996-12-31,275,2438,6,4
1997-01-01,1996-12-31,1290,2438,6,3
1997-01-01,1996-12-30,1361,2438,6,2
1997-01-01,1996-12-28,558,6913,6,3
1997-01-01,1996-12-31,442,6913,6,3
1997-01-01,1996-12-25,791,6913,6,3
1997-01-01,1996-12-31,1301,6913,6,2
1997-01-01,1996-12-26,1257,6062,6,4
1997-01-01,1996-12-27,1461,6062,6,2
1997-01-01,1996-12-30,119,6062,6,3
1997-01-01,1996-12-25,932,6613,14,2
1997-01-01,1996-12-28,761,6613,14,1
1997-01-01,1996-12-30,1435,8830,14,1
1997-01-01,1996-12-29,785,8830,14,2
1997-01-01,1996-12-29,1175,8830,14,1
1997-01-01,1996-12-30,1152,8830,14,1
1997-01-01,1996-12-28,76,8830,14,2
1997-01-01,1996-12-28,186,8830,14,2
1997-01-01,1996-12-25,243,5005,14,2
1997-01-01,1996-12-31,1245,5005,14,1
1997-01-01,1996-12-27,209,5005,14,1
1997-01-01,1996-12-28,1345,5005,14,1
1997-01-01,1996-12-28,1468,5005,14,1
1997-01-01,1996-12-25,240,7962,14,2
1997-01-01,1996-12-26,84,7962,14,1
1997-01-01,1996-12-30,966,7962,14,1
1997-01-01,1996-12-27,1022,7962,14,1
1997-01-01,1996-12-29,440,7962,14,1
1997-01-02,1996-12-26,456,9331,11,4
1997-01-02,1996-12-30,1537,9331,11,4
1997-01-02,1996-12-27,994,9331,11,3
1997-01-02,1996-12-28,1065,9331,11,3
1997-01-02,1996-12-27,928,4808,11,3
1997-01-02,1996-12-26,1265,4808,11,2
1997-01-02,1996-12-28,1448,9213,11,2
1997-01-02,1996-12-31,119,9213,11,3
1997-01-02,1996-12-26,162,9213,11,4
1997-01-02,1996-12-28,445,9213,11,4
1997-01-02,1996-12-26,1154,9213,11,4
1997-01-02,1997-01-01,1208,1915,11,3
1997-01-02,1997-01-01,399,1915,11,4
1997-01-02,1996-12-29,1268,1915,11,2
1997-01-02,1997-01-01,632,1915,11,3
1997-01-02,1996-12-29,569,1915,11,3
1997-01-02,1996-12-30,26,1915,11,2
1997-01-02,1996-12-28,1241,1915,11,3
1997-01-02,1997-01-01,66,1669,11,3
1997-01-02,1996-12-28,969,4707,11,5
1997-01-02,1996-12-30,386,4707,11,2
1997-01-02,1997-01-01,576,4707,11,5
1997-01-02,1996-12-28,199,6148,11,2
1997-01-02,1996-12-30,309,6148,11,2
1997-01-02,1997-01-01,392,6148,11,2
1997-01-02,1996-12-29,143,6148,11,3
1997-01-02,1996-12-27,892,6148,11,3
1997-01-02,1996-12-28,203,6148,11,3
1997-01-02,1996-12-27,750,2158,11,3
1997-01-02,1996-12-31,1432,2158,11,4
1997-01-02,1996-12-31,529,2158,11,3
1997-01-02,1996-12-26,1265,2158,11,3
1997-01-02,1996-12-31,916,7800,11,3
1997-01-02,1996-12-26,933,7800,11,2
1997-01-02,1996-12-28,883,7800,11,3
1997-01-02,1996-12-26,1238,5302,11,3
1997-01-02,1997-01-01,696,5302,11,3
1997-01-02,1996-12-31,1039,3596,11,3
1997-01-02,1996-12-31,1029,3596,11,4
1997-01-02,1996-12-28,652,2047,11,3
1997-01-02,1996-12-30,1075,1214,11,3
1997-01-02,1996-12-30,26,1214,11,3
1997-01-02,1996-12-28,469,1214,11,5
1997-01-02,1996-12-30,1112,1214,11,2
1997-01-02,1996-12-27,403,9062,11,2
1997-01-02,1996-12-29,1312,9062,11,4
1997-01-02,1996-12-31,509,8321,11,3
1997-01-02,1996-12-26,579,8321,11,3
1997-01-02,1996-12-26,1195,8321,11,3
1997-01-02,1996-12-30,492,8321,11,3
1997-01-02,1996-12-28,629,8321,11,3
1997-01-02,1996-12-30,1255,3718,11,4
1997-01-02,1996-12-31,1432,3718,11,3
1997-01-02,1996-12-30,1315,3718,11,3
1997-01-02,1997-01-01,107,3718,11,4
1997-01-02,1996-12-30,616,3718,11,3
1997-01-02,1996-12-26,733,7828,11,2
1997-01-02,1996-12-29,710,7828,11,4
1997-01-02,1996-12-26,1192,7828,11,4
1997-01-02,1997-01-01,889,7828,11,3
1997-01-02,1996-12-31,972,7828,11,3
1997-01-02,1996-12-27,722,7828,11,4
1997-01-02,1996-12-30,1471,7828,11,3
1997-01-02,1996-12-27,190,4468,11,2
1997-01-02,1996-12-29,367,4468,11,2
1997-01-02,1996-12-30,250,4468,11,3
1997-01-02,1996-12-27,600,4468,11,4
1997-01-02,1996-12-26,1109,4468,11,4
1997-01-02,1997-01-01,1236,4468,11,5
1997-01-02,1996-12-27,1313,6579,11,3
1997-01-02,1996-12-26,404,5396,11,4
1997-01-02,1996-12-31,114,5396,11,4
1997-01-02,1996-12-30,1396,5396,11,4
1997-01-02,1996-12-30,254,5396,11,4
1997-01-02,1997-01-01,564,5396,11,3
1997-01-02,1996-12-26,48,5396,11,4
1997-01-02,1997-01-01,857,6651,11,3
1997-01-02,1996-12-27,1140,6651,11,3
1997-01-02,1996-12-31,1435,6651,11,2
1997-01-02,1997-01-01,1279,6651,11,3
1997-01-02,1996-12-27,401,7197,11,2
1997-01-02,1997-01-01,511,7197,11,3
1997-01-02,1996-12-28,594,7197,11,2
1997-01-02,1996-12-29,345,7197,11,4
1997-01-02,1996-12-31,1093,7197,11,2
1997-01-02,1997-01-01,1549,7197,11,2
1997-01-02,1996-12-29,1326,7197,11,4
1997-01-02,1996-12-27,1016,1730,11,3
1997-01-02,1997-01-01,1366,1730,11,3
1997-01-02,1996-12-30,318,1730,11,3
1997-01-02,1996-12-29,761,1730,11,4
1997-01-02,1997-01-01,1403,1730,11,2
1997-01-02,1996-12-26,214,9602,11,2
1997-01-02,1997-01-01,324,9602,11,2
1997-01-02,1996-12-29,407,9602,11,2
1997-01-02,1996-12-29,158,9602,11,2
1997-01-02,1996-12-27,907,9602,11,3
1997-01-02,1997-01-01,1362,9602,11,3
1997-01-02,1996-12-30,254,8558,11,4
1997-01-02,1997-01-01,936,8558,11,4
1997-01-02,1996-12-30,447,8558,11,3
1997-01-02,1996-12-27,770,8558,11,3
1997-01-02,1996-12-30,420,4707,11,2
1997-01-02,1996-12-30,437,4707,11,2
1997-01-02,1996-12-30,387,4707,11,2
1997-01-02,1996-12-31,1156,2376,11,3
1997-01-02,1996-12-31,613,2376,11,3
1997-01-02,1997-01-01,270,2376,11,3
1997-01-02,1996-12-28,886,2376,11,3
1997-01-02,1996-12-28,597,2376,11,3
1997-01-02,1996-12-27,320,2376,11,4
1997-01-02,1996-12-31,721,3718,11,3
1997-01-02,1996-12-27,750,3718,11,3
1997-01-02,1996-12-30,521,8139,11,4
1997-01-02,1996-12-30,302,8139,11,2
1997-01-02,1996-12-31,498,5396,11,3
1997-01-02,1996-12-31,980,5396,11,3
1997-01-02,1996-12-30,1091,5396,11,4
1997-01-02,1996-12-28,1174,5396,11,3
1997-01-02,1996-12-28,924,5396,11,3
1997-01-02,1996-12-31,814,2352,11,5
1997-01-02,1996-12-31,32,2352,11,3
1997-01-02,1996-12-31,1234,2352,11,4
1997-01-02,1996-12-28,1157,2352,11,4
1997-01-02,1996-12-28,1247,8906,11,3
1997-01-02,1996-12-29,292,8906,11,3
1997-01-02,1996-12-26,868,8906,11,4
1997-01-02,1996-12-31,697,8906,11,2
1997-01-02,1996-12-29,938,6057,11,2
1997-01-02,1996-12-27,462,6057,11,3
1997-01-02,1996-12-30,1477,6057,11,4
1997-01-02,1997-01-01,1547,6057,11,3
1997-01-02,1996-12-30,605,6057,11,3
1997-01-02,1996-12-31,1148,740,11,3
1997-01-02,1996-12-31,245,740,11,3
1997-01-02,1996-12-27,982,740,11,4
1997-01-02,1996-12-28,1044,1811,11,2
1997-01-02,1996-12-26,1287,1811,11,2
1997-01-02,1996-12-31,971,1811,11,2
1997-01-02,1996-12-31,362,1811,11,3
1997-01-02,1996-12-27,1470,8746,23,4
1997-01-02,1996-12-31,1408,8746,23,4
1997-01-02,1996-12-30,865,8746,23,3
1997-01-02,1996-12-27,252,2682,23,3
1997-01-02,1996-12-31,1188,2682,23,3
1997-01-02,1996-12-30,352,2682,23,3
1997-01-02,1997-01-01,889,2682,23,2
1997-01-02,1996-12-28,1251,2682,23,3
1997-01-02,1996-12-28,895,2682,23,2
1997-01-02,1996-12-31,1278,9512,23,3
1997-01-02,1996-12-28,1228,9512,23,5
1997-01-02,1997-01-01,1378,9512,23,3
1997-01-02,1996-12-27,928,9512,23,3
1997-01-02,1997-01-01,718,9512,23,3
1997-01-02,1996-12-31,935,9512,23,4
1997-01-02,1996-12-30,745,5923,23,3
1997-01-02,1996-12-29,1268,5923,23,3
1997-01-02,1996-12-29,845,5923,23,2
1997-01-02,1996-12-27,968,5923,23,3
1997-01-02,1996-12-29,186,5923,23,3
1997-01-02,1996-12-28,1388,5923,23,2
1997-01-02,1996-12-30,1091,5019,23,2
1997-01-02,1996-12-31,1041,5019,23,4
1997-01-02,1996-12-27,1191,5019,23,2
1997-01-02,1996-12-27,742,5019,23,4
1997-01-02,1996-12-30,532,5019,23,4
1997-01-02,1996-12-26,382,8577,23,4
1997-01-02,1996-12-29,1197,8577,23,5
1997-01-02,1996-12-30,309,8577,23,5
1997-01-02,1996-12-27,272,8577,23,3
1997-01-02,1996-12-28,1405,3075,23,2
1997-01-02,1997-01-01,489,3075,23,2
1997-01-02,1996-12-31,119,3075,23,2
1997-01-02,1996-12-26,402,3075,23,4
1997-01-02,1996-12-28,1111,3075,23,4
1997-01-02,1996-12-28,1482,588,23,3
1997-01-02,1996-12-31,672,588,23,4
1997-01-02,1996-12-31,1361,2952,23,3
1997-01-02,1996-12-28,206,2952,23,2
1997-01-02,1996-12-28,589,5353,23,2
1997-01-02,1997-01-01,1378,5353,23,4
1997-01-02,1996-12-27,157,5353,23,3
1997-01-02,1996-12-30,1531,5353,23,4
1997-01-02,1996-12-28,523,5353,23,4
1997-01-02,1996-12-29,19,5353,23,2
1997-01-02,1996-12-26,154,2829,23,3
1997-01-02,1996-12-28,370,2829,23,3
1997-01-02,1996-12-30,865,2829,23,2
1997-01-02,1996-12-30,110,2829,23,2
1997-01-02,1996-12-29,87,2829,23,4
1997-01-02,1996-12-28,570,2829,23,3
1997-01-02,1996-12-30,266,2829,23,2
1997-01-02,1996-12-31,609,1197,23,4
1997-01-02,1996-12-31,1292,1197,23,4
1997-01-02,1996-12-26,803,1197,23,3
1997-01-02,1996-12-27,1125,1197,23,3
1997-01-02,1996-12-26,873,569,23,3
1997-01-02,1996-12-30,890,569,23,3
1997-01-02,1996-12-31,840,569,23,3
1997-01-02,1996-12-31,989,569,23,3
1997-01-02,1996-12-26,540,569,23,3
1997-01-02,1996-12-27,590,6888,23,3
1997-01-02,1996-12-26,180,6888,23,2
1997-01-02,1997-01-01,996,6888,23,2
1997-01-02,1997-01-01,107,6888,23,4
1997-01-02,1996-12-29,484,6888,23,3
1997-01-03,1997-01-02,1060,4728,7,3
1997-01-03,1996-12-30,810,4728,7,4
1997-01-03,1996-12-29,1,4728,7,4
1997-01-03,1997-01-01,457,4728,7,2
1997-01-03,1996-12-28,234,4728,7,3
1997-01-03,1996-12-28,1140,1928,7,3
1997-01-03,1996-12-30,957,1928,7,3
1997-01-03,1996-12-28,1506,1928,7,2
1997-01-03,1996-12-30,1417,1928,7,2
1997-01-03,1996-12-28,681,964,7,3
1997-01-03,1996-12-28,365,964,7,4
1997-01-03,1996-12-28,1313,964,7,4
1997-01-03,1997-01-02,688,1215,7,2
1997-01-03,1997-01-01,1144,1215,7,3
1997-01-03,1997-01-02,921,1215,7,3
1997-01-03,1996-12-29,445,1215,7,3
1997-01-03,1996-12-30,1460,1215,7,3
1997-01-03,1996-12-31,1531,1215,7,2
1997-01-03,1996-12-28,588,1215,7,2
1997-01-03,1996-12-30,584,404,7,3
1997-01-03,1996-12-27,628,404,7,2
1997-01-03,1996-12-30,345,9019,7,4
1997-01-03,1996-12-29,202,9019,7,2
1997-01-03,1997-01-02,218,9019,7,4
1997-01-03,1997-01-01,168,9019,7,3
1997-01-03,1996-12-31,318,9019,7,4
1997-01-03,1996-12-29,1198,9552,7,3
1997-01-03,1996-12-31,815,9552,7,3
1997-01-03,1996-12-29,819,9552,7,4
1997-01-03,1996-12-28,77,9552,7,2
1997-01-03,1996-12-31,333,9552,7,4
1997-01-03,1996-12-30,709,9552,7,3
1997-01-03,1996-12-29,93,2760,7,2
1997-01-03,1997-01-02,283,2760,7,4
1997-01-03,1997-01-01,859,2760,7,4
1997-01-03,1996-12-29,1102,2760,7,2
1997-01-03,1997-01-01,929,7459,7,3
1997-01-03,1996-12-31,447,5220,7,2
1997-01-03,1996-12-29,923,255,7,3
1997-01-03,1996-12-29,1299,255,7,2
1997-01-03,1997-01-01,457,9883,7,4
1997-01-03,1996-12-29,1139,9883,7,3
1997-01-03,1996-12-30,236,9883,7,3
1997-01-03,1996-12-27,873,8124,7,3
1997-01-03,1996-12-29,1449,8124,7,2
1997-01-03,1996-12-28,1206,9390,7,2
1997-01-03,1997-01-02,37,9390,7,3
1997-01-03,1996-12-30,571,5717,7,4
1997-01-03,1997-01-02,1186,5717,7,2
1997-01-03,1996-12-29,483,5717,7,3
1997-01-03,1997-01-01,427,240,7,2
1997-01-03,1996-12-27,1203,240,7,3
1997-01-03,1996-12-30,1559,4544,7,3
1997-01-03,1996-12-28,510,4544,7,2
1997-01-03,1997-01-01,953,4544,7,4
1997-01-03,1996-12-29,135,4544,7,3
1997-01-03,1996-12-30,1323,4544,7,2
1997-01-03,1996-12-27,48,4544,7,4
1997-01-03,1997-01-01,551,6466,7,4
1997-01-03,1997-01-02,75,6466,7,5
1997-01-03,1996-12-31,1090,6466,7,4
1997-01-03,1997-01-02,1161,6466,7,4
1997-01-03,1997-01-01,1023,2869,7,3
1997-01-03,1996-12-28,681,2869,7,4
1997-01-03,1997-01-02,864,213,7,2
1997-01-03,1997-01-01,1093,213,7,3
1997-01-03,1997-01-02,1136,213,7,4
1997-01-03,1997-01-02,826,240,7,2
1997-01-03,1997-01-01,377,240,7,2
1997-01-03,1996-12-27,581,240,7,4
1997-01-03,1997-01-02,797,240,7,4
1997-01-03,1997-01-01,820,4016,7,3
1997-01-03,1996-12-30,810,4016,7,4
1997-01-03,1997-01-01,427,4016,7,4
1997-01-03,1997-01-02,431,4016,7,3
1997-01-03,1996-12-28,1246,4016,7,3
1997-01-03,1996-12-27,1502,4016,7,2
1997-01-03,1996-12-27,385,5736,7,4
1997-01-03,1996-12-28,1360,5736,7,3
1997-01-03,1997-01-01,1550,5736,7,3
1997-01-03,1996-12-30,568,5736,7,3
1997-01-03,1996-12-31,811,5736,7,3
1997-01-03,1996-12-30,495,5736,7,4
1997-01-03,1996-12-29,1443,5736,7,4
1997-01-03,1996-12-31,534,7223,7,3
1997-01-03,1996-12-28,911,7223,7,2
1997-01-03,1997-01-01,1340,7223,7,2
1997-01-03,1996-12-30,784,7223,7,3
1997-01-03,1997-01-01,1306,7223,7,4
1997-01-03,1996-12-29,884,7223,7,4
1997-01-03,1996-12-29,671,6439,7,5
1997-01-03,1996-12-31,62,6439,7,5
1997-01-03,1997-01-01,332,6439,7,2
1997-01-03,1997-01-02,349,6439,7,4
1997-01-03,1996-12-29,299,6439,7,3
1997-01-03,1996-12-29,28,1632,7,3
1997-01-03,1996-12-29,432,1632,7,3
1997-01-03,1996-12-30,49,1632,7,2
1997-01-03,1996-12-30,1197,1632,7,3
1997-01-03,1997-01-01,455,1632,7,4
1997-01-03,1996-12-27,838,3076,7,4
1997-01-03,1996-12-31,1120,3076,7,3
1997-01-03,1996-12-28,272,3076,7,3
1997-01-03,1996-12-29,213,3076,7,3
1997-01-03,1997-01-02,1095,3076,7,4
1997-01-03,1997-01-02,1151,3076,7,2
1997-01-03,1996-12-29,1388,7795,7,3
1997-01-03,1996-12-30,685,7795,7,4
1997-01-03,1996-12-29,822,7795,7,4
1997-01-03,1996-12-27,1238,7795,7,3
1997-01-03,1997-01-01,835,6236,7,3
1997-01-03,1997-01-02,1517,6236,7,3
1997-01-03,1996-12-29,1028,6236,7,3
1997-01-03,1996-12-31,1351,6236,7,2
1997-01-03,1996-12-29,1527,6236,7,2
1997-01-03,1996-12-31,1411,6236,7,2
1997-01-03,1997-01-01,609,8296,7,2
1997-01-03,1996-12-29,1058,2208,7,3
1997-01-03,1996-12-29,515,2208,7,2
1997-01-03,1996-12-30,172,2208,7,4
1997-01-03,1996-12-28,788,2208,7,3
1997-01-03,1997-01-01,498,2208,7,2
1997-01-03,1997-01-01,841,1632,7,4
1997-01-03,1997-01-02,1164,1632,7,3
1997-01-03,1997-01-01,1341,1632,7,3
1997-01-03,1996-12-28,1224,1632,7,4
1997-01-03,1996-12-29,16,1632,7,3
1997-01-03,1997-01-01,525,1632,7,3
1997-01-03,1996-12-30,1200,1289,23,2
1997-01-03,1997-01-01,245,1289,23,2
1997-01-03,1996-12-29,1324,6105,23,3
1997-01-03,1996-12-31,675,6105,23,3
1997-01-03,1996-12-27,1064,6105,23,3
1997-01-03,1997-01-01,1041,6105,23,3
1997-01-03,1996-12-31,1524,6105,23,3
1997-01-03,1997-01-01,721,5568,23,3
1997-01-03,1996-12-27,99,5568,23,3
1997-01-03,1996-12-29,522,4610,23,4
1997-01-03,1996-12-27,698,4610,23,3
1997-01-03,1996-12-31,815,9667,23,3
1997-01-03,1997-01-01,232,9667,23,2
1997-01-03,1996-12-27,422,9667,23,3
1997-01-03,1996-12-31,998,9667,23,2
1997-01-03,1997-01-01,146,588,23,2
1997-01-03,1997-01-02,1068,588,23,3
1997-01-03,1997-01-02,1005,588,23,5
1997-01-03,1996-12-28,463,588,23,4
1997-01-03,1996-12-28,752,9512,23,2
1997-01-03,1997-01-02,396,9512,23,4
1997-01-03,1997-01-01,473,8577,23,5
1997-01-03,1996-12-28,502,8577,23,3
1997-01-03,1996-12-31,1145,8577,23,4
1997-01-03,1997-01-02,1189,8577,23,2
1997-01-03,1996-12-31,1471,8577,23,2
1997-01-03,1997-01-01,623,8577,23,4
1997-01-03,1996-12-28,53,8577,23,4
1997-01-03,1996-12-27,759,9063,23,3
1997-01-03,1996-12-31,1175,9063,23,3
1997-01-03,1997-01-02,1485,9063,23,3
1997-01-03,1996-12-29,969,9063,23,3
1997-01-03,1996-12-31,959,9063,23,3
1997-01-03,1996-12-30,649,1802,23,3
1997-01-03,1997-01-01,1092,1802,23,3
1997-01-03,1997-01-02,177,1802,23,2
1997-01-03,1996-12-30,639,9169,23,3
1997-01-03,1997-01-02,789,9169,23,3
1997-01-03,1996-12-31,340,9169,23,4
1997-01-03,1996-12-30,130,9169,23,4
1997-01-03,1996-12-29,1299,3921,23,4
1997-01-03,1996-12-31,369,3921,23,2
1997-01-03,1997-01-01,772,3921,23,2
1997-01-03,1996-12-30,390,3921,23,3
1997-01-03,1996-12-28,1538,3921,23,4
1997-01-03,1996-12-30,1548,3197,23,5
1997-01-03,1996-12-28,1178,3197,23,4
1997-01-03,1996-12-29,1461,3197,23,5
1997-01-03,1997-01-01,612,3197,23,4
1997-01-03,1996-12-30,653,2011,23,2
1997-01-03,1997-01-02,1136,2011,23,4
1997-01-03,1996-12-28,1246,2011,23,3
1997-01-03,1996-12-30,1329,2011,23,4
1997-01-03,1997-01-02,460,9498,23,4
1997-01-03,1997-01-02,976,6541,23,3
1997-01-03,1996-12-30,1312,6541,23,2
1997-01-03,1996-12-30,1496,3819,23,2
1997-01-03,1997-01-01,166,3819,23,3
1997-01-03,1996-12-30,210,3819,23,4
1997-01-03,1997-01-02,493,3819,23,4
1997-01-03,1997-01-01,1202,3819,23,4
1997-01-04,1997-01-02,544,2274,14,2
1997-01-04,1996-12-31,1520,2274,14,2
1997-01-04,1996-12-28,151,2274,14,1
1997-01-04,1996-12-31,484,8648,14,2
1997-01-04,1996-12-28,1287,8648,14,1
1997-01-04,1996-12-30,1264,8648,14,1
1997-01-04,1996-12-31,188,8648,14,1
1997-01-04,1996-12-30,1443,8648,14,2
1997-01-04,1997-01-01,1526,8648,14,1
1997-01-04,1997-01-01,1276,8648,14,2
1997-01-04,1996-12-30,384,5,14,2
1997-01-04,1997-01-03,1007,8762,14,2
1997-01-04,1996-12-29,518,8762,14,1
1997-01-05,1997-01-03,337,6280,2,2
1997-01-05,1997-01-03,1512,6280,2,3
1997-01-05,1996-12-31,963,4018,2,1
1997-01-05,1997-01-03,181,4018,2,3
1997-01-05,1997-01-01,1383,4018,2,2
1997-01-05,1997-01-03,1306,4018,2,3
1997-01-05,1996-12-31,1196,1418,2,2
1997-01-05,1997-01-01,360,1418,2,2
1997-01-05,1996-12-29,1242,1418,2,2
1997-01-05,1996-12-29,154,1418,2,1
1997-01-05,1996-12-31,483,4382,2,2
1997-01-05,1996-12-30,77,1293,2,2
1997-01-05,1997-01-03,533,1293,2,2
1997-01-05,1997-01-04,310,1293,2,1
1997-01-05,1997-01-03,1392,1293,2,1
1997-01-05,1997-01-04,1026,3480,7,4
1997-01-05,1997-01-04,83,3480,7,3
1997-01-05,1996-12-30,1352,3480,7,4
1997-01-05,1996-12-31,1076,3480,7,4
1997-01-05,1997-01-03,1492,3480,7,2
1997-01-05,1996-12-29,244,3480,7,2
1997-01-05,1996-12-30,590,7300,7,5
1997-01-05,1996-12-30,634,7300,7,4
1997-01-05,1997-01-02,917,7300,7,3
1997-01-05,1996-12-29,1212,7300,7,5
1997-01-05,1996-12-30,1056,7300,7,2
1997-01-05,1996-12-30,380,7300,7,5
1997-01-05,1996-12-29,850,7300,7,4
1997-01-05,1996-12-30,834,2890,7,4
1997-01-05,1997-01-03,1462,2890,7,3
1997-01-05,1996-12-31,307,2890,7,4
1997-01-05,1997-01-03,721,10210,7,4
1997-01-05,1997-01-02,631,10210,7,3
1997-01-05,1997-01-03,1093,8782,7,3
1997-01-05,1996-12-29,244,8782,7,3
1997-01-05,1997-01-02,88,8782,7,3
1997-01-05,1997-01-02,970,8782,7,3
1997-01-05,1997-01-03,781,1023,7,3
1997-01-05,1997-01-04,864,1023,7,3
1997-01-05,1997-01-01,614,1023,7,3
1997-01-05,1997-01-04,1363,1023,7,3
1997-01-05,1996-12-31,1426,9507,7,3
1997-01-05,1996-12-29,804,9507,7,3
1997-01-05,1997-01-02,1526,9507,7,4
1997-01-05,1996-12-31,504,9507,7,4
1997-01-05,1996-12-30,678,5009,7,2
1997-01-05,1996-12-31,2,5009,7,4
1997-01-05,1997-01-04,59,5009,7,3
1997-01-05,1996-12-30,1034,5009,7,3
1997-01-05,1996-12-29,791,5648,7,4
1997-01-05,1997-01-01,1540,5648,7,3
1997-01-05,1996-12-30,851,5648,7,2
1997-01-05,1997-01-03,215,5648,7,3
1997-01-05,1997-01-03,152,5648,7,3
1997-01-05,1997-01-03,841,1150,7,2
1997-01-05,1997-01-02,1390,1150,7,4
1997-01-05,1997-01-04,1300,1150,7,3
1997-01-05,1996-12-29,425,1150,7,4
1997-01-05,1997-01-03,1494,1150,7,4
1997-01-05,1996-12-31,904,8154,7,3
1997-01-05,1997-01-03,454,8154,7,3
1997-01-05,1996-12-29,244,8154,7,3
1997-01-05,1996-12-30,461,8154,7,5
1997-01-05,1996-12-30,897,1599,7,3
1997-01-05,1996-12-30,887,1599,7,3
1997-01-05,1996-12-31,504,1599,7,3
1997-01-05,1996-12-31,94,1599,7,3
1997-01-05,1997-01-03,910,1599,7,2
1997-01-05,1997-01-02,22,1599,7,2
1997-01-05,1996-12-30,365,3632,7,5
1997-01-05,1996-12-29,927,3632,7,4
1997-01-05,1996-12-29,69,3632,7,4
1997-01-05,1997-01-03,645,3632,7,4
